CNPJ_Fundo;Data_Referencia;Versao;Numero_Processo;Juizo;Instancia;Data_Instauracao;Valor_Causa;Partes_Processo;Chance_Perda;Principais_Fatos;Analise_Impacto_Perda
01.964.775/0001-40;2020-12-01;1;0010419-61.2002.8.17.0810;4  cível;PRIMEIRA INSTÂNCIA;2002-10-11;7387734.85;FUNDO DE INVESTIMENTO IMOBILIÁRIO GEO GUARARAPES - FIIGG x COLÉGIO GEO GUARARAPES LTDA.;REMOTA;RECEBIMENTO DA REMUNERAÇÃO MENSAL PREVISTA NA CLÁUSULA QUINTA DO CONCESSÃO REMUNERADA DE USO DE TERRENO PARTICULAR FIRMADO EM 20/05/1997, ENTRE O FIIGG E O COLÉGIO GEO GUARARAPES, REFERENTE AOS MESES DE AGOSTO DE 2000 A SETEMBRO DE 2002, NO VALOR HISTÓRICO DE R$ 7.387.734,85, ACRESCIDA DE CORREÇÃO MONETÁRIA PELO IGPM A PARTIR DE AGOSTO DE 2002 (DISTRIBUIÇÃO DA AÇÃO), JUROS LEGAIS A PARTIR DA CITAÇÃO (OUTUBRO DE 2002), E MULTA DE 10% SOBRE O TOTAL DO DÉBITO;- Fixação de honorários em 5%  no despacho inicial
01.964.775/0001-40;2020-12-01;1;0000208-24.2006.8.17.0810;4  cível;PRIMEIRA INSTÂNCIA;2005-11-06;100000;FUNDO DE INVESTIMENTO IMOBILIÁRIO GEO GUARARAPES - FIIGG x COLÉGIO GEO GUARARAPES LTDA.;REMOTA;REPARAÇÃO DE DANOS MATERIAIS (DANOS EMERGENTES EM VALOR EQUIVALENTE ÀS MENSALIDADES QUE DEIXARAM DE RECEBER NO PERÍODO DE 2003 EM RAZÃO DA EVASÃO DE ALUNOS DEVOLUÇÃO EM DOBRO DOS VALORES PAGOS A MAIOR PELO AUTOR AO RÉU, REFERENTE À REMUNERAÇÃO MENSAL LUCROS CESSANTES A SEREM FIXADOS COM BASE NA PROJEÇÃO DOS GANHOS LÍQUIDOS DO AUTOR NO CASO DE MANUTENÇÃO DO CONTRATO ATÉ SEU TERMO FINAL INDENIZAÇÃO PELA PERDA DA EXPLORAÇÃO DO NEGÓCIO E INDENIZAÇÃO DECORRENTE DE LESÃO CONTRATUAL) E MORAIS DE DECORRENTES DA RESCISÃO DO CONTRATO DE CONCESSÃO REMUNERADA DE USO DE TERRENO PARTICULAR E DE FUTURA EDIFICAÇÃO, CELEBRADO EM 20/05/1997, ENTRE O FIIGG E O COLÉGIO GEO GUARARAPES;- Pedido ilíquido, de difícil estimativa.- Determinada a conexão das ações rescisória, indenizatória e revisional.- Em negociação em 20.02.2014 o Colégio Geo apresentou documento informando ter um crédito de R$ 67.463.094,83 a título de indenizações no processo.
01.964.775/0001-40;2020-12-01;1;9315800-40.2002.5.06.0142;2 Trabalhista;PRIMEIRA INSTÂNCIA;1998-02-20;3800;FUNDO DE INVESTIMENTO IMOBILIÁRIO GEO GUARARAPES - FIIGG x MARCOS ANTÔNIO DAS CANDEIAS E OUTROS;REMOTA;VERBAS TRABALHISTAS;- Perda remota, tendo em vista que a execução foi quitada pela SOCEC
03.251.720/0001-18;2020-12-01;1;5001291-54.2019.8.24.0061;1ª Vara de Falência e Recup. Jud. da Comarca de São Paulo;1° Instância;2020-02-03;530206;Massa Falida do Grupo Gencomm (Rakuten Service Internet Ltda.) X Fundo de Investimento Imobiliário Projeto Água Branca;REMOTA;Cobrança de encargos rescisórios;O Grupo GenComm ingressou com ação de recuperação judicial em 03/02/2020. Posteriormente, antes mesmo da intimação dos credores, em 13/04/2020 foi decretada a falência do Grupo Gencomm. Quando da interposição da ação a empresa Gencomm já se encontrava inadimplente com o aluguel referente aos meses de janeiro e fevereiro e, não obstante, permaneceu ocupando os dois conjuntos até a efetiva desocupação que se deu em 10/06/2020.
03.251.720/0001-18;2020-12-01;1;0050995-72.2004.8.26.01000;36° Vara Cívil do Foro Central da Comarca de São Paulo;Já foi Transitado em Julgado.;2004-05-17;230000000;Autor: Fundo de Invest. Imob. Projeto Água Branca Réu: Ricci e Associados - Engenharia e Comércio.;POSSÍVEL;Ação Ordinária de Cobrança em fase de cumprimento de sentença.;O êxito no processo principal já foi alcançado, em razão do trânsito em julgado da decisão que julgou procedente a nossa Ação de Cobrança, ora em fase de cumprimento de sentença. Todavia, a efetiva recuperação parcial do crédito almejado, que hoje ultrapassa R$ 230.000.000,00, dependeria do sucesso de medidas que objetivam encontrar patrimônio do devedor, suficiente para garantir o pagamento parcial da dívida, pois infelizmente não há expectativa de recuperação do montante devido.
03.507.519/0001-59;2020-12-01;1;1064136-92.2014.8.26.0100;28ª Vara Cível;Com sentença;2014-07-11;447200.88;VIA VENETO ROUPAS LTDA;PROVÁVEL;HIG.02095-0 (2014/SP) - FII Higienópolis - Locatício: Renovatória (Especial) - 1064136-92.2014.8.26.0100 - Com sentença - Valor atual envolvido de R$ 13.757,17 de perspectiva provável - VIA VENETO ROUPAS LTDA vs. FUNDO DE INVESTIMENTO IMOBILIÁRIO SHOPPING PATIO HIGIENÓPOLIS FUNDAÇÃO CONRADO WESSEL ARTWALK ADMINISTRADORA DE BENS LTDA NIKO ADMINISTRADORA DE BENS LTDA BROOKFIELD BRASIL SHOPPING CENTERS LTDA BRAZ PARTICIPAÇOES LTDA. BRASCAN HIGIENÓPOLIS LTDA E AGROPART ADMINISTRAÇÃO E PARTICIPAÇÃO LTDA. - Renovação do contrato de locação ref. ARCO nº 425B/42630/07/2020 Julgo parcialmente procedente o pedido inicial, a fim de determinar a renovação do contrato de locação pelo período de 15.01.2015 a 14.01.2020 e arbitrar o aluguel mensal em R$ 37.778,59, para janeiro/2015, mantendo-se, no mais, as cláusulas estabelecidas entre as partes e a fiança prestada. Vencidas em maior parte, as rés arcarão com as custas, despesas processuais e honorários advocatícios arbitrados em 10% da diferença entre doze meses do aluguel fixado e aquele pretendido pelas sucumbentes (R$ 12.704,52). Trânsito em julgado. Autos arquivados em definitivo. Aguarda início do cumprimento de sentença.;Valor Contingenciado
03.507.519/0001-59;2020-12-01;1;1087177-25.2013.8.26.0100;36ª Vara Cível;Com sentença;2013-11-05;224958.72;GEP INDÚSTRIA E COMÉRCIO LTDA.;PROVÁVEL;HIG.02196-0 (2013/SP) - FII Higienópolis - Locatício: Renovatória (Especial) - 1087177-25.2013.8.26.0100 - Com sentença - Valor atual envolvido de R$ 5.609,34 de perspectiva provável - GEP INDÚSTRIA E COMÉRCIO LTDA. vs. FANDAÇÃO CONRADO WESSEL AGROPART - ADMINISTRAÇÃO E PARTICIPAÇÃO LTDA BROOKFIELD BRASIL HIGIENOPOLIS LTDA BRAZ PARTICIPAÇÕES LTDA BROOKFIELD BRASIL SHOPPING CENTERS LTDA FUNDO DE INVESTIMENTO IMOBILIÁRIO SHOPPING PÁTIO HIGIENOPOLIS NIKO ADMINISTRADORA DE BENS LTDA ARTWALK ADMINISTRADORA DE BENS LTDA  - Renovatória de contrato de locação, na qual se pretende, a renovação pelo período de 62 meses, com início no dia 08/05/2014 e término no dia 07/07/2019,  mediante o pagamento do aluguel mínimo mensal de R$ 24.370,53, com a manutenção das demais cláusulas do contrato. [ARCO 402/403/404]06/06/2019 Julgado parcialmente procedente os pedidos do autor para declarar renovado o contrato de locação firmado entre as partes, fixando o valor do aluguel mínimo mensal em R$ 31.000,00. Cada parte arcará com metade das custas e despesas. Os honorários da parte adversa fixo em 10% sobre o valor fixado a título de aluguel mínimo. Não foram acolhidos os embargos de declaração opostos. Recurso de apelação interposto. Intimado o Condomínio a apresentar contrarrazões ao recurso de apelação. Juntado pelo requerente pedido de desistência do recurso de apelação. Homologado o pedido do autor de desistência do recurso. Intimadas as partes a darem início ao cumprimento de sentença. Autos arquivados provisoriamente. Diante da condenação por honorários, mantido o caso com perspectiva provável. Aguardando início da execução. Processo arquivado provisoriamente.;Valor Contingenciado
03.507.519/0001-59;2020-12-01;1;1035460-37.2014.8.26.0100;42ª Vara Cível;Com sentença;2014-04-15;299124.12;D'JUAN COLCHÕES INDÚSTRIA E COMÉRCIO LTD;PROVÁVEL;HIG.02218-0 (2014/SP) - FII Higienópolis - Locatício: Renovatória (Especial) - 1035460-37.2014.8.26.0100 - Com sentença - Valor atual envolvido de R$ 57.827,20 de perspectiva provável - D'JUAN COLCHÕES INDÚSTRIA E COMÉRCIO LTD vs. COND. COM. SHOP. PÁTIO HIGIENÓPOLIS FUNDAÇÃO CONRADO WESSEL AGROPART - ADMINISTRAÇÃO E PARTICIPAÇÃO LTDA BROOKFIELD BRASIL HIGIENOPOLIS LTDA BRAZ PARTICIPAÇÕES LTDA BROOKFIELD BRASIL SHOPPING CENTERS LTDA FUNDO DE INVESTIMENTO IMOBILIÁRIO SHOPPING PÁTIO HIGIENOPOLIS NIKO ADMINISTRADORA DE BENS LTDA ARTWALK ADMINISTRADORA DE BENS LTDA - Renovação do contrato de locação ref. ARCOS nºs 104/10521/03/2019 Transitou em julgado a sentença: "julgo procedente a ação e declaro prorrogado o contrato de locação anteriormente ajustado entre as partes para o período entre 17 de outubro de 2014 a 17 de outubro de 2019, fixando valor mensal do aluguel em R$ 22.149,70 (vinte e dois mil, cento e quarenta e nove reais e setenta centavos), para o mês de outubro de 2014, que deverá ser anualmente reajustado com base na variação acumulada do IGP-M, observando os réus a regra do artigo 73 da Lei 8.245/91. Na esteira da fundamentação acima, pagarão os requeridos a integralidade das custas, despesas processuais e honorários advocatícios que fixo em 10% (dez por cento) sobre o valor atualizado da causa". Aguarda-se cumprimento de sentença que deve ser provocado pela autora. Processo arquivado provisoriamente.;Valor Contingenciado
03.507.519/0001-59;2020-12-01;1;1062831-39.2015.8.26.0100;29ª Vara Cível;Com sentença;2015-06-25;469453.68;POLIMPORT COMÉRCIO E EXPORTAÇÃO LTDA;PROVÁVEL;HIG.02412-0 (2015/SP) - FII Higienópolis - Locatício: Renovatória (Especial) - 1062831-39.2015.8.26.0100 - Com sentença - Valor atual envolvido de R$ 14.943,16 de perspectiva provável - POLIMPORT COMÉRCIO E EXPORTAÇÃO LTDA vs. FUNDAÇÃO CONRADO WESSEL AGROPART ADMINISTRAÇÃO E PARTICIPAÇÃO LTDA.-EPP BROOKFIELD BRASIL HIGIENÓPOLIS LTDA. BRAZ PARTICIPAÇOES LTDA. BROOKFIELD BRASIL SHOPPING CENTERS LTDA FUNDO DE INVESTIMENTO IMOBILIÁRIO SHOPPING PATIO HIGIENÓPOLIS - Renovação do contrato de locação ref. ARCO nº 1027 (Polishop)03/08/2020 Julgada parcialmente procedente a ação para renovação contratual por cinco anos, entre 03/01/2016 e 02/01/2021, pelo aluguel mensal de R$ 47.179,62. Cada parte arcará com metade das custas, honorários periciais (R$ 10.000,00) e honorários dos patronos (R$ 3.000,00). Apresentado embargos de declaração pelo Condomínio e pelo requerente. Embargos de declaração rejeitados. Apresentado recurso de apelação. Apresentada contrarrazões. Autos remetidos ao TJ. Aguardando julgamento do recurso. Autos conclusos com o relator. Apensado o processo n. 2274548-17.2019.8.26.0000 (Tutela Provisória).;Valor Contingenciado
03.507.519/0001-59;2020-12-01;1;1030657-40.2016.8.26.0100;33ª Vara Cível;Em execução ou cumprimento de sentença;2016-03-28;283840.92;PIMENTA VERDE ALIMENTOS LTDA.;PROVÁVEL;HIG.02623-0 (2016/SP) - FII Higienópolis - Locatício: Renovatória (Especial) - 1030657-40.2016.8.26.0100 - Em execução ou cumprimento de sentença - Valor atual envolvido de R$ 3.924,63 de perspectiva provável - PIMENTA VERDE ALIMENTOS LTDA.  vs. FUNDO DE INVESTIMENTO IMOBILIÁRIO SHOPPING PATIO HIGIENÓPOLIS FUNDAÇÃO CONRADO WESSEL AGROPART ADMINISTRAÇÃO E PARTICIPAÇÃO LTDA.-EPP BROOKFIELD BRASIL HIGIENÓPOLIS LTDA. BRAZ PARTICIPAÇOES LTDA. BROOKFIELD BRASIL SHOPPING CENTERS LTDA. NIKO ADMINISTRADORA DE BENS LTDA - Renovação do contrato de locação ref. ARCO nº 511 (VIENA EXPRESS)27/03/2019 Julgada parcialmente procedente a ação para renovação contratual por cinco anos, entre 01/10/2016 e 30/09/2021, pelo aluguel mensal de R$ 24.850,00. Cada parte arcará com metade das custas e honorários em R$ 1.500,00. Mandado de levantamento expedido ao perito. Proferida decisão que não acolheu os embargos de declaração. Trânsito em julgado. Providencie o exequente o cumprimento de sentença. Autos arquivados provisoriamente.;Valor Contingenciado
04.066.582/0001-60;2020-12-01;1;0223778-26.2011.8.26.0100   (583.00.2011.223778)  ;Foro Central, 6ª Vara Cível, SP;2ª Instância;2011-12-13;5700000;Instituto de Especialidades Pediátricas de São Paulo S.A. - Hospital da CriançXFundo de Investimento Imobiliário Hospital da Criança;REMOTA;23.10.2020 - Remessa dos autos à vara de origem.;Demanda Revisional, pode alterar o valor do aluguel pago pelo locatário, em geral a partir da data-base de ajuizamento/citação. Custas e honorários advocatícios podem ser considerados devidos.
04.066.582/0001-60;2020-12-01;1;1023440-43.2016.8.26.0003.;Foro Central, 4ª Vara Cível, SP;STJ;2016-12-15;5825432.16;Rede Dor São Luiz S.a - Hospital da CriançaXFundo de Investimento Imobiliário Hospital da CriançaBanco Ourinvest S.A.;PROVÁVEL;29.10.2020 - Agravo do Hospital conhecido negado provimento ao recurso especial do hospital.;Demanda Revisional, pode alterar o valor do aluguel pago pelo locatário, em geral a partir da data-base de ajuizamento/citação. Custas e honorários advocatícios podem ser considerados devidos.
04.066.582/0001-60;2020-12-01;1;1004010-66.2020.8.26.0003;Foro Regional III - Jabaquara e Saúde, 4ª Vara Cível, SP;1ª Instância;2020-03-06;6563662.08;Rede Dor São Luiz S.A - Hospital da CriançaXFUNDO DE INVESTIMENTO IMOBILIÁRIO - FII HOSPITAL DA CRIANÇA (REP ADM BTG PACTUAL SERV. FIN. S.A. DTVM);POSSÍVEL;31.10.2020 - Citação do FII Hospital da Criança.16.11.2020 - Designada audiência conciliatória para o dia 29.04.2021;Classe de demanda que, em princípio, tem como consequência a continuidade da locação e a definição do novo valor de aluguel. Custas e honorários advocatícios podem ser considerados devidos.
04.722.883/0001-02;2020-12-01;1;0021876-54.2002.4.03.6100;Justiça Federal, 11ª Vara Cível;STJ;2002-09-25;1201976.6;FUNCEF - Fundação Dos Economiários Federais       XDelegado da Receita Federal de São Paulo - Delegacia  das Instituições Financeiras - DIF;POSSÍVEL;Em 14/02/2017, os autos ficaram conclusos ao Min. Relator Sérgio Kukina para julgamento do Recurso Especial;Demanda movida por FUNCEF relativa à tributação na aquisição de cotas. Em tese, eventual impacto financeiro (positivo ou negativo) afeta primeiramente a FUNCEF.
04.722.883/0001-02;2020-12-01;1;1128872-46.2019.8.26.0100;Foro Regional II - Santo Amaro e Ibirapuera, 9ª Vara Cível;1ª Instância;2019-12-18;30963420.49;Fundo de Investimento Imobiliário FII Torre NorteXBulls Holding Investments Company S.A.;POSSÍVEL;18/12/2020 - Deferido o levantamento da caução depositada pela autora, em decorrência da devolução do imóvel. Aberto prazo para que Fundo se manifeste sobre a possibilidade de audiência de conciliação ou acordo.;Em princípio, sem contingência passiva, na medida em que Fundo não está no pólo passivo da demanda. Custas e Honorários Advocatícios podem ser considerados devidos em caso de julgamento a favor do réu/executado.
05.562.312/0001-02;2020-12-01;2;0023109-25.2010.4.02.5101;Rio de Janeiro, Justiça Federal, 7ª Vara Cível, RJ;1ª Instância;2010-12-16;21789307.56;Fundo de Investimento Imobiliário Almirante BarrosoXCEF - Caixa Econômica Federal / RJ;REMOTA;Revisional,  com pedido liminar para majorar o aluguel mensal para R$ 3.630.000,00.29.11.2012: Decisão: os valores dos aluguéis provisórios deverão ser depositados mensalmente na conta corrente do FUNDO, no valor atualizado de R$ 3.052.038,37.Deferido o levantamento no valor de R$20.596.761,31, a título de diferença de aluguéis. 26.08.2016: Sentença procedente  para (i) fixar o novo aluguel no valor de R$ 4.281.578,29, data base 17.12.2010, e (ii) homologar os cálculos do contador para o imediato pagamento do valor histórico de R$ 7.856.412,87 (referente à parcela dos alugueis provisórios pagos a menor pela CEF). 16.11.2016: a CEF interpôs apelação, devidamente respondida pelo Fundo.  31.05.2017: julgamento dando provimento aos Agravos Retidos e Apelação da CEF, para determinar a realização de uma nova perícia no processo. 27.07.2017: trânsito em julgado do acórdão e baixa do processo para o 1º grau.01.02.2018: realizada audiência, em que o juiz: (a) nomeou o perito (b) abriu prazo para apresentação de quesitos e (c) consignou que a perícia dever seguir o método comparativo para encontrar o valor de mercado na data do ajuizamento da ação (dezembro de 2010).07.01.2019: homologados os cálculos do contador a título de diferencia de provisórios.28.01.2019: apresentamos embargos de declaração para que fique esclarecida a questão dos juros sobre os cálculos, que entendemos devidos.CEF também embargou de declaração.05.06.2019: decisão determinando novo prazo à CEF para entrega dos cálculos a título de aluguel provisório retroativo. Agravo de instrumento interposto pelo Fundo para incluir juros de mora nos cálculos da diferença de aluguel provisório retroativo. Agravo interposto pela CEF para modificar os critérios de cálculo da diferença de aluguel provisório retroativo, já protocolizada as contrarrazões.06.08.2019 - realizado o julgamento dos agravos interpostos contra a decisão que homologou os cálculos da diferença de aluguel provisório retroativo. O Agravo da CEF foi desprovido e o Agravo do Fundo foi provido para incluir juros de mora.09.08.2019 - Prazo para as partes se manifestarem sobre o laudo pericial, que encontrou o valor justo do aluguel para dez/2010 no valor de R$ 3.180.000,00. Nos agravos, ambas as partes opuseram embargos de declaração.11.10.2019 - apresentamos impugnação ao laudo pericial.05.11.2019, intimado o perito para apresentação de laudo complementar em 1ª instância.  No Tribunal Regional Federal, aguarda-se a publicação do acórdão do julgamento dos embargos de declaração opostos pelas partes, com provimento parcial dos recursos e a realização da audiência de conciliação para o dia 19.11.2019.06.12.2019, apresentado laudo complementar majorando o valor do aluguel definitivo para R$ 3.458.121,00. Aguardando prazo para manifestação sobre o laudo. Nos autos dos agravos, a CEF interpôs recurso especial contra o acórdão que reconheceu a incidência de juros sobre os cálculos da diferença dos aluguéis retroativos.;Demanda Revisional, pode alterar o valor do aluguel pago pelo locatário, em geral a partir da data-base de ajuizamento/citação. Custas e honorários advocatícios podem ser considerados devidos.
05.562.312/0001-02;2020-12-01;2;0102209-81.2017.5.01.0201;Duque de Caxias, Foro Trabalhista, 1ª Vara do Trabalho, RJ;2ª Instância;2017-07-11;212999.14;Jaime Alves LiraXCaixa Econômica FederalCBR Engenharia S/S Ltda.Banco BTG Pactual S.A.;REMOTA;04.11.2017 - Distribuição de demanda trabalhista de arquiteto contratado/ligado à CEF que respondia pela obra do Almirante Barroso.13.03.2018 - Audiência de Conciliação Realizada. Sem acordo. Defesas apresentadas. Prazo de 15 (quinze) dias para réplica. Audiência de instrução designada para 12/07/2018, às 12:00 horas.10.07.2018 -A audiência de instrução marcada para o dia 12.7.2018, foi redesignada para 17.9.2018, às 12:00h.26.07.2018 - o Reclamante apresentou réplica. Aguarda-se a audiência  redesignada para 17.9.2018, às 12:00h.17.09.2018 - foi realizada audiência, oportunidade na qual foram colhidos os depoimentos pessoais do reclamante e das remaclamadas. 29.09.2018 - foi proferida sentença que julgou improcedente o vínculo empregatício pleiteado com a CEF e, por consequência, julgou improcedente os demais pedidos, inclusive em relação ao Banco BTG. Em 5.10.2018 o Reclamante apresentou Embargos de Declaração.11.02.2019 - foi publicada a sentença que rejeitou os embargos de declarçaão do Reclamante.20.02.2019 -.  o Reclamante apresentou Recurso Ordinário. 12.04.2019 - o Banco BTG apresentou contrarrazões ao recurso ordinário. O processo foi encaminhado à 2ª Instância em 6.5.2019. Em 12.8.2019, os autos foram recebidos para incluir na pauta de julgamento.  O julgamento está marcado para o dia 2.10.2019. Em 11.10.2019, foi publicado o acordão que rejeitou as preliminares, conheceu do recurso e deu-lhe parcial provimento para deferir apenas o benefício da gratuidade de justiça ao reclamante, isentando-o do pagamento das custas, e mantendo a sentença de improcedência. Em 16.10.2019, o Reclamante opôs embargos de declarçaão.;Em caso de condenação, será reconhecida a responsabilidade solidária do BTG Pactual ao pagamento de indenização por danos morais, cujo valor será arbitrado pelo juiz. Custas e honorários podem ser devidos.
05.562.312/0001-02;2020-12-01;2;0004881-07.2017.8.26.0428 ( 0010792-73.2012.8.26.0428  );Paulínia, Foro de Paulínia, 2ª Vara Cível, SP;1ª Instância;2017-07-11;1195383.55;Fundo de Investimento Imobiliário Almirante BarrosoXMassa Falida de SBR Indústria Comércio e Serviços Ltda;REMOTA;Protocolo da petição inicial em 25.08.2017. 20.09.2017 - Pedido de Restituição foi juntado na Falência. Juíza determinou que AJ se manifestasse sobre nosso pedido. 25.09.2017 - AJ requisitou desentranhamento da petição para que o tramite ocorra em apenso, com numeração própria. 17.10.2017 - Juíza determinou desentranhamento e autuação em processo apenso.07.11.2017 - Incidente instaurado em autos apensos.17.11.2017 - devolução dos autos pelo Ministério Público21.03.2018 - recebidos os autos do perito23.05.2018 - Protocolo de petição requerendo a intimação da Massa Falida para se manifestar sobre o pedido de restituição .02.07.18 - Despacho intimando o administrador judicial da Massa Falida  para manifestar-se a respeito do pedido de restituição.15.05.2019 - Autos conclusos.17.05.19 - Decisão requerendo emenda à inicial quanto ao valor da causa. 26.07.2019 - Protocolizada emenda à inicial.;Risco é não conseguir restituir os bens e não receber o valor deles na falência.
05.562.312/0001-02;2020-12-01;2;0223077-65.2011.8.26.0100;São Paulo, Foro Central, 33ª Vara Cível, SP;1ª Instância;2011-12-09;100000;Celso Luiz Martins Vieira e Paulo José Martins Vieira     X Brazilian Mortgages  FII Almirante Barroso BTG Pactual Serviços Financeiros S.A. DTVM;REMOTA;Trata-se de ação em que os Autores, na condição de cotistas do FII ALMIRANTE BARROSO questionam regra do regulamento do Fundo segundo a qual, nenhum cotista poderá deter mais do que 1%  do total de cotas emitidas pelo FUNDO, sendo inválida qualquer aquisição que dê causa à violação deste dispositivo, ficando excetuada a aquisição pela CAIXA ECONÔMICA FEDERAL de cotas representativas de até 25% do patrimônio do FUNDO, com suspensão de direito de voto do cotista que, adquirindo cotas no mercado secundário, desrespeitar tal regra.09.12.2011: Distribuição da ação com pedido de antecipação de tutela.13.12.2011:Indeferida a antecipação de tutela edeterminada a inclusão do fundo no pólo passivo.07.03.2012: Aditamento à inicial.16.05.2012: Protocolo da contestação da Ré Brazilian Mortgages.06.08.2012: Prazo para réplica e especificação de provas.24.09.2012: Protocolo de petição da Ré Brazilian Mortgages requerendo a sua exclusão do pólo passivo da demanda por não ser mais administradora do Fundo de Investimento em questão.14.11.2012: Despacho proferido: "Vistos. Intime-se a Comissão de Valores Mobiliários, como Amicus Curiae, a apresentar parecer ou ofertar esclarecimentos, no prazo de quinze dias, nos termos do disposto no artigo 31 da Lei 6.385/76. Int."28.11.2012: Expedido ofício a ser enviado à CVM.21.10.2013: Em resposta ao ofício enviado, a CVM esclarece que não pode se manifestar especificamente sobre o objeto do processo porque encontra-se em andamento processo administrativo que trata da mesma matéria.30.10.2013: Apresentamos manifestação argumentando que o processo deve ficar com o andamento suspenso aguardando o deslinde do processo administrativo.19.04.2016 Decisão com o seguinte teor: (a) rejeição de preliminar de carência da ação (b) determinação à parte ré para comprovar a mudança de administrador fiduciário (Brazilian para BTG)(c) manutenção de Brazilian Mortgages no pólo passivo, sob o fundamento de ser tal entidade quem elaborou o regulamento (d) negativa de antecipação de tutela.30.03.2017 - Decisão determinando o envio de novo ofício à CVM para prestar informações e de ofício ao BTG Pactual parra comprovar que é o administrador do fundo.09.05.2018- Foi proferida decisão determinando a inclusão na BTG no polo passivo da demanda.15.05.2018 - A BTG Páctual Serviços Financeiros S.A. DTVM foi incluída no polo passivo da demanda, conforme decisão proferida no dia 09.05.30.07.2018 - Determinada, novamente, a expedição de ofício à CVM  para informações, devidamente entregue.14.01.2019 - Despacho dando ciência às partes da resposta da CVM, em que informa que não foi dado provimento à reclamação dos autores, mas em que foi determinada a adequação do regulamento do fundo à instrução CVM 571.02.07.2019 - Autos conclusos, após certidão de decurso de prazo que havia sido dado a autores para dar andamento à demanda.;Caso haja uma eventual sentença de procedência, será alterada a regra do processo decisório questionado.Custas e honorários podem ser considerados devidos.
